Customer Name,Ratings,Review Title,Reviews
DJA,4.0 out of 5 stars,Serves the purpose!,"It meets the requirement. Only concern is when the printer is switched off and then on, the wireless disconnects and I need go through the connect process every time."
Bhargav,5.0 out of 5 stars,worst seller no retail invoice along with this product,"HP always good performer, i would like to all assemblers and engineers, now there is litterly confusion always wifi notification active like blink when connect with laptop or not ? Please suggest if anyone known how can i off this notification when not in use?"
Amazon Customer,4.0 out of 5 stars,Not much impressed,Okay product
Vinod,1.0 out of 5 stars,Big Blunder,"This product is a big blunder. HP recommends the customer to change the toner if there is thin printing. If we look logically the printer costs around 16k and the toner costs around 4k, think of this, if a customer needs to change the toner as and when it gets finished for 5 cycles he need to spend more than the value of the asset on maintenance ??????. I strongly recommend not to purchase this."
Sidhant,4.0 out of 5 stars,Works like a charm with iPad and,Smooth and fast. Only thing missing is that I can't give a print from my smartphone. Works like a charm with iPad and laptop
Pranav Yeram,5.0 out of 5 stars,Product is wonderful but wireless printing not working in windows 10 creator update,"Awesome product HP just nailed it....But the problem is that As I update my Laptop to Windows 10 creator update, HP wireless driver stop working, & when I try to reinstall it shows This version vant run this driver"
dhriti s.,5.0 out of 5 stars,Worth the money,Good quality product with awesome features and most importantly its wireless printing. It removes the clumsiness of being connected to the printer with cable every time you need prints.
Magic Needles,1.0 out of 5 stars,No customer support,"It actually took me more than 6-7 days to set this up before I finally tried to get some help here, no customer service at all! finally with permutations and combinations I was able to resolve it on my own. Print quality is ok, not that great. With wifi signal you have to struggle and find out IP conflicts etc, and its not easy to install at all. The print quality is ok. They send very less ink in the cartridge. within 3 days I had to buy a new cartridge."
Maxwel p m,4.0 out of 5 stars,good one,good one
Rahul soni,1.0 out of 5 stars,Totally waste of monery printer quality is too bed .,Amazon service is very bed .I have call more than 20 time for refund from 26/7/2021 to till now but still pick up of this waste of money item is not done . Too much bed service from both HP and amazon going to discontinue prime membership also .
CKJ,4.0 out of 5 stars,Good,Good
Rahul Aggarwal,5.0 out of 5 stars,Nice printer,The printer is working fine even after more than year of purchase
Deepak S,4.0 out of 5 stars,Good,Good
Pankaj,2.0 out of 5 stars,Not able to connect wifi,Wifi not connecting
m.sakthivel,4.0 out of 5 stars,Ok,Nice
PRASOON KUMAR,5.0 out of 5 stars,Awesome,Nice printer
harikrishna babhu,5.0 out of 5 stars,Bang for the buck,It was the right decision I made works fine and completely satisfied with the product..
Amit,5.0 out of 5 stars,Great,Amazing printer for daily work....wifi feature is just awesome.
Subhash kumar Chandravansi,4.0 out of 5 stars,Ok,Intarnal wire connection is loose in printar
Kishor,5.0 out of 5 stars,Thanks hp for quality printer,Useful for home printing
Amazon Customer,4.0 out of 5 stars,Good,Bulky
Tushar,1.0 out of 5 stars,I think some defective old product was handed over facing issues right in the first month.,I think a defective product was handed over had to call hp services multiple times in the first month itself.
soumen dan,4.0 out of 5 stars,Good quality,Good quality..
Amazon Customer,3.0 out of 5 stars,Low density,It wasn't capable to handle the tonner
Nandita Prasad,5.0 out of 5 stars,Handling,Loved the product
Swapan Chakraborty,5.0 out of 5 stars,??????,Best Quality ??????
Ripped bare,5.0 out of 5 stars,Awesome for direct wireless printing!,Perfect and very easy direct wireless printing even without internet connection. simply connect to mobile phone and print seamlessly. Very convenient! Dispaly should have been better as not visible in dim light!
HARAPRASAD SINGH,5.0 out of 5 stars,Iam so happy for got this printer,Nice product first delivery but the display brightness was not good
Mani Nambiar,5.0 out of 5 stars,VERY GOOD PRINTER. EASY TO CONNECT,"VERY GOOD PRINTER. EASY TO CONNECT. VALUE FOR MONEY. CONNECTED WITH MY DESKTOP, LAPTOP AND ANDROID MOBILE WITHOUT ANY DIFFICULTY. FIRSTLY, DOWNLOAD THE HP PRINTER SOFTWARE FROM ONLINE AND CONNECT THE PRINTER WITH YOUR DEVICES. THANKS AMAZON FOR ON TIME DELIVERY."
Naveen,1.0 out of 5 stars,Toner empty,"Printer stopped working after 2 weeks, when called HP support after 1hr of requesting, they agreed to send service guy.

He gave us shock of life when he told Toner is empty, after printing only 200 pages.

He said toner needs to be replaced.

How it is possible?? I can’t return product as return window expired. What options I have??

Never buy on Amazon.
Never buy on Amazon."
Panneerselvam Athiappan,5.0 out of 5 stars,Worth the money,Good product for continuous printing for more than 4 hrs
Arvind,5.0 out of 5 stars,Very versatile in print jobs.,You can directly print by sending an email to the printer from anywhere in the world. It removes a lot of hassles when you are out of office.
manoj,4.0 out of 5 stars,Nice printer,Very well
Vijay Kumar,5.0 out of 5 stars,Made life easy for my Father,Very easy to install and connect multiple devices by WiFi. The only wire is the power cable.
Mastan Shaikh,5.0 out of 5 stars,Y,Good
R Karthik,5.0 out of 5 stars,Fabulous product....,Superb performance.... I love it...
Bochaliya sarkara,5.0 out of 5 stars,Excellent product,????????????OK
Sandeep,5.0 out of 5 stars,Nice,Awesome ??
Amazon Customer,5.0 out of 5 stars,Thankyou,Good
Sugumar,4.0 out of 5 stars,Satisfactory,Good
Ak,3.0 out of 5 stars,Ink does not read,The cartridge that came with product does not read and always shows a memory error. Rest is ok
Sri,4.0 out of 5 stars,Value for money,Good product
Rudraa Enterprise,5.0 out of 5 stars,HP is always good,HP is always good in quality so go for it
saraswathy,4.0 out of 5 stars,Good,Good
Amazon Customer,5.0 out of 5 stars,Good product,Good
SSM,4.0 out of 5 stars,Not bad. Had some trouble setting it up over wifi ...,"Not bad. Had some trouble setting it up over wifi initially, but figured out soon what to do.
But there is a noticeable lag on printing over wifi."
Dr.H.K.Vasanta M.,5.0 out of 5 stars,Excellent,Excellent product
Jobin,2.0 out of 5 stars,Average Product of HP,"I love the features of this printer, which have a WiFi connectivity, scan, copy and can add to a network.
Printing Quality is good. Easy to use and there is no need of a technician for initial setup.
The only disadvantage that I found was it's toner cartridge and display. Refilling the toner cartridge is disgusting. Display is same as Calculator displays. I don't recommend this printer."
Amazon Customer,4.0 out of 5 stars,Hp top,Like
Prafull Joshi,1.0 out of 5 stars,Not Woking after 1 year," I bought this printer on 15 March 2021. after 1 year and few days, printer not working.
Dont buy this printer"
Siddharth,5.0 out of 5 stars,Excellent Printer,Excellent product at lower cost. Please go for this.
Amazon Customer,4.0 out of 5 stars,Better price,Awesome
Amazon Customer,3.0 out of 5 stars,Toner not grt,The toner got over with some 500 to 600 prints
Swarnendu layek,5.0 out of 5 stars,Nice product compact and powerful.at this price range.,"I like it's compact size.
And i don't think i have any dislike.
But some issue with printing.."
Sushmitha,5.0 out of 5 stars,NICE PRINTER,Nice printer
Someswar Dutta,4.0 out of 5 stars,Good,Peferred printer
Anish singh,4.0 out of 5 stars,Nice product,Go for it. Its nice product.
Suishiil,4.0 out of 5 stars,wifi connectivity,Connects easily through wifi
Mritunjay,5.0 out of 5 stars,Very useful for home,Best product
Chandresh Bajaj,5.0 out of 5 stars,Wireless printer,Best printer to keep at home and office for wireless printing.. easy to install and connect.
Manikandan,5.0 out of 5 stars,Good,"Best in class printer, best quality, only limitation is you can't send scan request from mobile"
Amazon Customer,4.0 out of 5 stars,Good Product,Good product
Swapneel Patel,4.0 out of 5 stars,Cannot print by wifi,Cannot configure to print by wifi
shalinisingh,5.0 out of 5 stars,Excellent,Very easy to install and setup also print quality is good
jalaj,1.0 out of 5 stars,Bad product and worst Amazon customer service,"There is no wifi. This product has wrong description . I asked for help when I received the wrong product but nothing. Then I found the delivered printer doesn’t work well, I reported again but no one response. Amazon customer support is very unprofessional."
rishabh,5.0 out of 5 stars,Excellent,Excellent Product using it from last 6 Months.Quality is Quite Superior.
Sachin Rawal,5.0 out of 5 stars,Good quality product,Best printer in this range
hemanta kumar das,5.0 out of 5 stars,Nothing for business & printing cost is very high,All is well but printing cost is very high
Deepika singh,5.0 out of 5 stars,Very nice,Very nice. And price worthy product
Amazan Customers,3.0 out of 5 stars,Product is good to buy,"Product is good to buy, i am using this product since 2 years and its good but only issue is driver which doesn't work some times accordingly."
Saurabh Lal,5.0 out of 5 stars,Great black and white laser printer,"Good quality, no non-sense printer that does the job well!"
